Tweet,Hate_Speech,tokenized_text
praktisi ekonomi salah putra terbaik indonesia diandalkan lihat tandingan setara beliau dibidang ekonomi nasional profesional beliau gagal mengabdi kendala partai sistem pol,0,"['praktisi', 'ekonomi', 'salah', 'putra', 'terbaik', 'indonesia', 'diandalkan', 'lihat', 'tandingan', 'setara', 'beliau', 'dibidang', 'ekonomi', 'nasional', 'profesional', 'beliau', 'gagal', 'mengabdi', 'kendala', 'partai', 'sistem', 'pol']"
edisi pilihan kepala daerah jawa,0,"['edisi', 'pilihan', 'kepala', 'daerah', 'jawa']"
beliau gubernur pilihan rakyat jakarta gubernur warisan,0,"['beliau', 'gubernur', 'pilihan', 'rakyat', 'jakarta', 'gubernur', 'warisan']"
yf gesek gesekan kontol ayo ngewe rep kau,0,"['yf', 'gesek', 'gesekan', 'kontol', 'ayo', 'ngewe', 'rep', 'kau']"
bacot wan mencarikan,1,"['bacot', 'wan', 'mencarikan']"
ampas buah amp sayuran mengandung vitamin amp serat minumlah jus ampasnya nikmat minum dikunyah,0,"['ampas', 'buah', 'amp', 'sayuran', 'mengandung', 'vitamin', 'amp', 'serat', 'minumlah', 'jus', 'ampasnya', 'nikmat', 'minum', 'dikunyah']"
main doang ngewe anjir,0,"['main', 'doang', 'ngewe', 'anjir']"
alasan fitnah serang presiden isu negeri dikaitkan bodohan fasik terstruktur gobloknya uniform resource locator,1,"['alasan', 'fitnah', 'serang', 'presiden', 'isu', 'negeri', 'dikaitkan', 'bodohan', 'fasik', 'terstruktur', 'gobloknya', 'uniform', 'resource', 'locator']"
ajun komisaris polisi soekarno si h kakak kepolisian sektor anggota kepolisian sektor panekan berdialog kepala desa milangasri panekan kantor desa milangasri menitipkan pesan keamanan ketertiban masyarakat menyukseskan pilihan kepala daerah damai ujaran kebencian unsur sara rabu 11 04,0,"['ajun', 'komisaris', 'polisi', 'soekarno', 'si', 'kakak', 'kepolisian', 'sektor', 'anggota', 'kepolisian', 'sektor', 'panekan', 'berdialog', 'kepala', 'desa', 'milangasri', 'panekan', 'kantor', 'desa', 'milangasri', 'menitipkan', 'pesan', 'keamanan', 'ketertiban', 'masyarakat', 'menyukseskan', 'pilihan', 'kepala', 'daerah', 'damai', 'ujaran', 'kebencian', 'unsur', 'sara', 'rabu']"
bubarkan komisi pemberantasan korupsi pilih kasih lolos,1,"['bubarkan', 'komisi', 'pemberantasan', 'korupsi', 'pilih', 'kasih', 'lolos']"
najis bikin rejeki seret,1,"['najis', 'bikin', 'rejeki', 'seret']"
rip 4 sks mata kuliah ekonomi pelajaran ekonomi inflasi pas,0,"['rip', 'sks', 'mata', 'kuliah', 'ekonomi', 'pelajaran', 'ekonomi', 'inflasi', 'pas']"
ganyang partai komunis indonesia antek antek nya jakarta,1,"['ganyang', 'partai', 'komunis', 'indonesia', 'antek', 'antek', 'nya', 'jakarta']"
berasa suci nih si anjing goblok,1,"['berasa', 'suci', 'nih', 'si', 'anjing', 'goblok']"
bangkai tiponya parah anjir lihat gue chuw,0,"['bangkai', 'tiponya', 'parah', 'anjir', 'lihat', 'gue', 'chuw']"
akrab banget bom,0,"['akrab', 'banget', 'bom']"
kunyuk nih gue wkwk,0,"['kunyuk', 'nih', 'gue', 'wkwk']"
kuping budek gila 4 pagi 4 kali ganti busway bodohnya,0,"['kuping', 'budek', 'gila', 'pagi', 'kali', 'ganti', 'busway', 'bodohnya']"
sinting sanca records kemarin sukses cover soundtrack wiro sableng sukses cover soundtrack kuat morfin power rangers juara nurl,0,"['sinting', 'sanca', 'records', 'kemarin', 'sukses', 'cover', 'soundtrack', 'wiro', 'sableng', 'sukses', 'cover', 'soundtrack', 'kuat', 'morfin', 'power', 'rangers', 'juara', 'nurl']"
curiga bib tau tau takjilnya sianida membunuh gantinya bom ai,0,"['curiga', 'bib', 'tau', 'tau', 'takjilnya', 'sianida', 'membunuh', 'gantinya', 'bom', 'ai']"
konsep agama islam orang kafir abu jahal pengemis pemuka agama difitnah dicaci,0,"['konsep', 'agama', 'islam', 'orang', 'kafir', 'abu', 'jahal', 'pengemis', 'pemuka', 'agama', 'difitnah', 'dicaci']"
jakarta era anies sandi menambah pengangguran,1,"['jakarta', 'era', 'anies', 'sandi', 'menambah', 'pengangguran']"
ulama lurus ya cari perhatian,0,"['ulama', 'lurus', 'ya', 'cari', 'perhatian']"
mulut mu bauk tai anti korupsi bubarkan komisi pemberantasan korupsi partai keadilan sejahtera partai keadilan sejahtera sahabat komunis uniform resource locator,1,"['mulut', 'mu', 'bauk', 'tai', 'anti', 'korupsi', 'bubarkan', 'komisi', 'pemberantasan', 'korupsi', 'partai', 'keadilan', 'sejahtera', 'partai', 'keadilan', 'sejahtera', 'sahabat', 'komunis', 'uniform', 'resource', 'locator']"
pribumi kekayaan alam indonesia milik kuasai etnis cina bantuan aparat penegak hukum jongos cina,1,"['pribumi', 'kekayaan', 'alam', 'indonesia', 'milik', 'kuasai', 'etnis', 'cina', 'bantuan', 'aparat', 'penegak', 'hukum', 'jongos', 'cina']"
rasakan akibatnya teriak ahok kafir penista agama asma dewi terlibat korup saracen uniform resource locator,1,"['rasakan', 'akibatnya', 'teriak', 'ahok', 'kafir', 'penista', 'agama', 'asma', 'dewi', 'terlibat', 'korup', 'saracen', 'uniform', 'resource', 'locator']"
terdesak kehancuran kampret kian melemah terdegedrasinya elektabilitas junjungannya mohon istilah cebong kampret diteruskan distop dasar kampret kepepet akibatnya mencret,0,"['terdesak', 'kehancuran', 'kampret', 'kian', 'melemah', 'terdegedrasinya', 'elektabilitas', 'junjungannya', 'mohon', 'istilah', 'cebong', 'kampret', 'diteruskan', 'distop', 'dasar', 'kampret', 'kepepet', 'akibatnya', 'mencret']"
apalah bangsat bodoh tolol bajingan tengik,1,"['apalah', 'bangsat', 'bodoh', 'tolol', 'bajingan', 'tengik']"
aduh cebong bicara menyambung,1,"['aduh', 'cebong', 'bicara', 'menyambung']"
ya allah nih pres mestikah seragam tentara nasional indonesia culun pantasnya,1,"['ya', 'allah', 'nih', 'pres', 'mestikah', 'seragam', 'tentara', 'nasional', 'indonesia', 'culun', 'pantasnya']"
cebong dongok dongok abadi x,1,"['cebong', 'dongok', 'dongok', 'abadi']"
masuknya presiden joko widodo alias jokowi daftar 500 muslim berpengaruh membuktikan jokowi diterima umat muslim tokoh muslim berpengaruh the muslim,0,"['masuknya', 'presiden', 'joko', 'widodo', 'alias', 'jokowi', 'daftar', 'muslim', 'berpengaruh', 'membuktikan', 'jokowi', 'diterima', 'umat', 'muslim', 'tokoh', 'muslim', 'berpengaruh', 'the', 'muslim']"
perempiuan andalan,0,"['perempiuan', 'andalan']"
hati hati penjajah cina pakai belanda adu domba pribumi terlambat usir cina bangsat negara kesatuan republik indonesia,1,"['hati', 'hati', 'penjajah', 'cina', 'pakai', 'belanda', 'adu', 'domba', 'pribumi', 'terlambat', 'usir', 'cina', 'bangsat', 'negara', 'kesatuan', 'republik', 'indonesia']"
menangis pas meratapi hidup haha menangis rey kondisi kondisi sakit feel blessed iya 1 pelajaran ketahuan banget teman teman tulus bantu teman ngej,0,"['menangis', 'pas', 'meratapi', 'hidup', 'haha', 'menangis', 'rey', 'kondisi', 'kondisi', 'sakit', 'feel', 'blessed', 'iya', 'pelajaran', 'ketahuan', 'banget', 'teman', 'teman', 'tulus', 'bantu', 'teman', 'ngej']"
sipit,0,['sipit']
tau wkwk tau pas mencari nama pemain asing sih namanya seram horor seru seru,0,"['tau', 'wkwk', 'tau', 'pas', 'mencari', 'nama', 'pemain', 'asing', 'sih', 'namanya', 'seram', 'horor', 'seru', 'seru']"
seandainya membiarkan penyakit berkudis bertapak barah diobati amin lgbt utusan malaysia utusan online uniform resource locator,0,"['seandainya', 'membiarkan', 'penyakit', 'berkudis', 'bertapak', 'barah', 'diobati', 'amin', 'lgbt', 'utusan', 'malaysia', 'utusan', 'online', 'uniform', 'resource', 'locator']"
menuruti bang fuck ri susah deh benarnya giliran lembut garong ikan nyinyir pro asing asing asongan nla coba mbok kamunya kasih bocoran prestasi km bikin indonesia bangga,1,"['menuruti', 'bang', 'fuck', 'ri', 'susah', 'deh', 'benarnya', 'giliran', 'lembut', 'garong', 'ikan', 'nyinyir', 'pro', 'asing', 'asing', 'asongan', 'nla', 'coba', 'mbok', 'kamunya', 'kasih', 'bocoran', 'prestasi', 'km', 'bikin', 'indonesia', 'bangga']"
paradoks mati matian keluarkan uang puluhan triliun ambil alih 51 saham freeport jual murah aset negara muncul kerugian negara rp4 08t gagal paham rezim,0,"['paradoks', 'mati', 'matian', 'keluarkan', 'uang', 'puluhan', 'triliun', 'ambil', 'alih', 'saham', 'freeport', 'jual', 'murah', 'aset', 'negara', 'muncul', 'kerugian', 'negara', 'rp', 'gagal', 'paham', 'rezim']"
berbicara bacot hati,0,"['berbicara', 'bacot', 'hati']"
nih hasil panennya diserahkan pejabat bupati lebak ino si rawita gubernur banten wahidin halim seba baduy 2018,0,"['nih', 'hasil', 'panennya', 'diserahkan', 'pejabat', 'bupati', 'lebak', 'ino', 'si', 'rawita', 'gubernur', 'banten', 'wahidin', 'halim', 'seba', 'baduy']"
cebong dungu kalah gila,1,"['cebong', 'dungu', 'kalah', 'gila']"
waria sih harganya bencong pegang pas tidur haha,0,"['waria', 'sih', 'harganya', 'bencong', 'pegang', 'pas', 'tidur', 'haha']"
udik wan,1,"['udik', 'wan']"
ciri ciri rezim runtuh demo langsung ditangkap,1,"['ciri', 'ciri', 'rezim', 'runtuh', 'demo', 'langsung', 'ditangkap']"
salah anggaran pendapatan belanja negara gaji sih mulut onta kerja semoga allah cepat kasih,1,"['salah', 'anggaran', 'pendapatan', 'belanja', 'negara', 'gaji', 'sih', 'mulut', 'onta', 'kerja', 'semoga', 'allah', 'cepat', 'kasih']"
bolot uniform resource locator,1,"['bolot', 'uniform', 'resource', 'locator']"
pencitraan kelemahan kepolosannya diterima kebanyakan kalangan rakyat orang cilik sadar dikibuli modus kesederhanaan sih kaos oblong sandal jepit presiden 2019 ganti presiden,1,"['pencitraan', 'kelemahan', 'kepolosannya', 'diterima', 'kebanyakan', 'kalangan', 'rakyat', 'orang', 'cilik', 'sadar', 'dikibuli', 'modus', 'kesederhanaan', 'sih', 'kaos', 'oblong', 'sandal', 'jepit', 'presiden', 'ganti', 'presiden']"
coret ya sih tanganku diam kepegang pulpen tuliskan taplak meja ku pas penuh coretan dinding ya allah kotornya untung kelas 9 semp,0,"['coret', 'ya', 'sih', 'tanganku', 'diam', 'kepegang', 'pulpen', 'tuliskan', 'taplak', 'meja', 'ku', 'pas', 'penuh', 'coretan', 'dinding', 'ya', 'allah', 'kotornya', 'untung', 'kelas', 'semp']"
atasan nya plonga plongo ya bawahan nya dungu rezim pikir,1,"['atasan', 'nya', 'plonga', 'plongo', 'ya', 'bawahan', 'nya', 'dungu', 'rezim', 'pikir']"
namanya perusahaan milik asing,0,"['namanya', 'perusahaan', 'milik', 'asing']"
muka muka pecun nih,1,"['muka', 'muka', 'pecun', 'nih']"
beriman allah kafir nabi diutus beriman allah memaksakan referensi orang kafir pakai kaidah orang muslim memaksakan resep dokter bikin rumah namanya menyambung dongoooo,1,"['beriman', 'allah', 'kafir', 'nabi', 'diutus', 'beriman', 'allah', 'memaksakan', 'referensi', 'orang', 'kafir', 'pakai', 'kaidah', 'orang', 'muslim', 'memaksakan', 'resep', 'dokter', 'bikin', 'rumah', 'namanya', 'menyambung', 'dongoooo']"
potong rambut kependekan culun,0,"['potong', 'rambut', 'kependekan', 'culun']"
aduh kasihan lihat argumenmu asep lihat langsung arab minimal baca negara arab surat pemberitahuan tahunan negara negara arab kerja cina bilang komunis miris aaah,0,"['aduh', 'kasihan', 'lihat', 'argumenmu', 'asep', 'lihat', 'langsung', 'arab', 'minimal', 'baca', 'negara', 'arab', 'surat', 'pemberitahuan', 'tahunan', 'negara', 'negara', 'arab', 'kerja', 'cina', 'bilang', 'komunis', 'miris', 'aaah']"
dengar go go part made suka gila haha,0,"['dengar', 'go', 'go', 'part', 'made', 'suka', 'gila', 'haha']"
setan,1,['setan']
pelabur asing sedar hilang keyakinan penadbiran rejim firaun badan penyelenggara jaminan sosial kesehatan,0,"['pelabur', 'asing', 'sedar', 'hilang', 'keyakinan', 'penadbiran', 'rejim', 'firaun', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'kesehatan']"
ya terbiasa narasi kekerasan bom sensitif situasi pikir mem,0,"['ya', 'terbiasa', 'narasi', 'kekerasan', 'bom', 'sensitif', 'situasi', 'pikir', 'mem']"
2 nsayaaaaang dimana 123456789x makan takut diajak minum nsebatang,0,"['nsayaaaaang', 'dimana', 'makan', 'takut', 'diajak', 'minum', 'nsebatang']"
2 memiliki teman berbicara ajakan temannya mudah bergaul berbicara ceplos ceplos tanggung ambisiusnya berasal suku jawa mencintai kebuda,0,"['memiliki', 'teman', 'berbicara', 'ajakan', 'temannya', 'mudah', 'bergaul', 'berbicara', 'ceplos', 'ceplos', 'tanggung', 'ambisiusnya', 'berasal', 'suku', 'jawa', 'mencintai', 'kebuda']"
makan nasi kandang scroll twitter gambar jamban lini bangang,0,"['makan', 'nasi', 'kandang', 'scroll', 'twitter', 'gambar', 'jamban', 'lini', 'bangang']"
kemarin beli ayam dipotong banget matinya ayam nih kejang kejang sih tukang ayam langsung rendam air panas protes beli memelas nya bayar buang ayamnya masak makan bangkai syariat islam harga mati,0,"['kemarin', 'beli', 'ayam', 'dipotong', 'banget', 'matinya', 'ayam', 'nih', 'kejang', 'kejang', 'sih', 'tukang', 'ayam', 'langsung', 'rendam', 'air', 'panas', 'protes', 'beli', 'memelas', 'nya', 'bayar', 'buang', 'ayamnya', 'masak', 'makan', 'bangkai', 'syariat', 'islam', 'harga', 'mati']"
ha enaknya sate saus padang titit,0,"['ha', 'enaknya', 'sate', 'saus', 'padang', 'titit']"
ingatkan bang orang hatinya tertanam sifat ajaran iblis orang intoleran mengadu domba tabur kebencian sara,0,"['ingatkan', 'bang', 'orang', 'hatinya', 'tertanam', 'sifat', 'ajaran', 'iblis', 'orang', 'intoleran', 'mengadu', 'domba', 'tabur', 'kebencian', 'sara']"
nama lengkap iris jung nama asli jung an ri tanggal lahir busan 10 agustus 1991 agama katolik,0,"['nama', 'lengkap', 'iris', 'jung', 'nama', 'asli', 'jung', 'an', 'ri', 'tanggal', 'lahir', 'busan', 'agustus', 'agama', 'katolik']"
ogah pilih pilih lesbi kawin,0,"['ogah', 'pilih', 'pilih', 'lesbi', 'kawin']"
rilis survei elektabilitas calon wali kota calon wakil wali kota pilihan kepala daerah kota bogor 2018 jam 12 00 indonesia barat bertempat hotel royal padjadjaran ruang padjadjaran 6 lantai 9 jalan padjadjaran no 12 kota bogor rilis charta pilihan kepala daerah kota bogor,0,"['rilis', 'survei', 'elektabilitas', 'calon', 'wali', 'kota', 'calon', 'wakil', 'wali', 'kota', 'pilihan', 'kepala', 'daerah', 'kota', 'bogor', 'jam', 'indonesia', 'barat', 'bertempat', 'hotel', 'royal', 'padjadjaran', 'ruang', 'padjadjaran', 'lantai', 'jalan', 'padjadjaran', 'no', 'kota', 'bogor', 'rilis', 'charta', 'pilihan', 'kepala', 'daerah', 'kota', 'bogor']"
nakal nakalan ya besok pakai wkwk sarap,0,"['nakal', 'nakalan', 'ya', 'besok', 'pakai', 'wkwk', 'sarap']"
badut it oh iya ya sadar bunga bangkai,0,"['badut', 'it', 'oh', 'iya', 'ya', 'sadar', 'bunga', 'bangkai']"
coco lee kayak matanya sipit kulitnya tanned sih tata young blasteran amerika deh kayaknya,0,"['coco', 'lee', 'kayak', 'matanya', 'sipit', 'kulitnya', 'tanned', 'sih', 'tata', 'young', 'blasteran', 'amerika', 'deh', 'kayaknya']"
saweran jawa bukti dukungan mengalir mbangun jateng mukti bareng dukungan rakyat bukti kecintaan keberpihakan pemimpin bersih,0,"['saweran', 'jawa', 'bukti', 'dukungan', 'mengalir', 'mbangun', 'jateng', 'mukti', 'bareng', 'dukungan', 'rakyat', 'bukti', 'kecintaan', 'keberpihakan', 'pemimpin', 'bersih']"
media layak dibaca portal berita khusus bank bank milik negara mengulas seputar ekonomi bisnis keuangan perbankan,0,"['media', 'layak', 'dibaca', 'portal', 'berita', 'khusus', 'bank', 'bank', 'milik', 'negara', 'mengulas', 'seputar', 'ekonomi', 'bisnis', 'keuangan', 'perbankan']"
6 memaksa banget presiden mas maling uang rakyat amp gaya politiknya pakai ayat mayat agama ambisi orang otaknya normal ya mardani kelimpungan,1,"['memaksa', 'banget', 'presiden', 'mas', 'maling', 'uang', 'rakyat', 'amp', 'gaya', 'politiknya', 'pakai', 'ayat', 'mayat', 'agama', 'ambisi', 'orang', 'otaknya', 'normal', 'ya', 'mardani', 'kelimpungan']"
orang terkontaminasi paham kiri ateis komunis panas dengar ayat berhentilah mengusik ketenangan,0,"['orang', 'terkontaminasi', 'paham', 'kiri', 'ateis', 'komunis', 'panas', 'dengar', 'ayat', 'berhentilah', 'mengusik', 'ketenangan']"
ahok kafir maling garong lahan laut milik nelayan dirampok dirampas reklamasi menguntungkan cina cina kafir,1,"['ahok', 'kafir', 'maling', 'garong', 'lahan', 'laut', 'milik', 'nelayan', 'dirampok', 'dirampas', 'reklamasi', 'menguntungkan', 'cina', 'cina', 'kafir']"
kafir selesai,0,"['kafir', 'selesai']"
anggota dewan perwakilan rakyat dewan perwakilan daerah terhormat posting yusuf mansyur penipuan alquran 4 91 bunuhlah 8 12 penggalah,1,"['anggota', 'dewan', 'perwakilan', 'rakyat', 'dewan', 'perwakilan', 'daerah', 'terhormat', 'posting', 'yusuf', 'mansyur', 'penipuan', 'alquran', 'bunuhlah', 'penggalah']"
muhammad bejat allah subhanahu wa taala dungu biadab dibantah kementerian agama sosialisasikan,1,"['muhammad', 'bejat', 'allah', 'subhanahu', 'wa', 'taala', 'dungu', 'biadab', 'dibantah', 'kementerian', 'agama', 'sosialisasikan']"
peduli rohingya rezim peduli nasib muslim rohingya kecaman mulutnya,1,"['peduli', 'rohingya', 'rezim', 'peduli', 'nasib', 'muslim', 'rohingya', 'kecaman', 'mulutnya']"
rasulullah bilang bayi terlahir suci orang tuanya menentukan yahudi nasrani majusi,0,"['rasulullah', 'bilang', 'bayi', 'terlahir', 'suci', 'orang', 'tuanya', 'menentukan', 'yahudi', 'nasrani', 'majusi']"
mafia kelas kakap join manusia homo,0,"['mafia', 'kelas', 'kakap', 'join', 'manusia', 'homo']"
cebong dolar berpengaruh matamu picek ganti presiden 2019,1,"['cebong', 'dolar', 'berpengaruh', 'matamu', 'picek', 'ganti', 'presiden']"
cek yuk komisi pemberantasan korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah komisi pemberantasan korupsi memeriksa gubernur sumatra,0,"['cek', 'yuk', 'komisi', 'pemberantasan', 'korupsi', 'periksa', 'gubernur', 'sumatra', 'utara', 'calon', 'wakil', 'gubernur', 'ijeck', 'sah', 'komisi', 'pemberantasan', 'korupsi', 'memeriksa', 'gubernur', 'sumatra']"
kunyuk,0,['kunyuk']
rezim bejat ya rezimnya negara hancur kebanyakan impor nrp nyungsep dibilang dolar menguat harga sawit hancur,1,"['rezim', 'bejat', 'ya', 'rezimnya', 'negara', 'hancur', 'kebanyakan', 'impor', 'nrp', 'nyungsep', 'dibilang', 'dolar', 'menguat', 'harga', 'sawit', 'hancur']"
bani sumbu alias taplak alias cebong berkerumun,1,"['bani', 'sumbu', 'alias', 'taplak', 'alias', 'cebong', 'berkerumun']"
diktator jokowi jongos nahdlatul ulama ulama,1,"['diktator', 'jokowi', 'jongos', 'nahdlatul', 'ulama', 'ulama']"
ketua komisi pemelihan menilai debat pilihan gubernur jawa timur menarik,0,"['ketua', 'komisi', 'pemelihan', 'menilai', 'debat', 'pilihan', 'gubernur', 'jawa', 'timur', 'menarik']"
5 april 1815 gunung tambora sumbawa nusa tenggara barat meletus naskah lokal mencatat meletusnya gunung tambora salah satunya allah murka raja tambora,0,"['april', 'gunung', 'tambora', 'sumbawa', 'nusa', 'tenggara', 'barat', 'meletus', 'naskah', 'lokal', 'mencatat', 'meletusnya', 'gunung', 'tambora', 'salah', 'satunya', 'allah', 'murka', 'raja', 'tambora']"
demo dipersulit zaman jokowi,1,"['demo', 'dipersulit', 'zaman', 'jokowi']"
keren namanya gubernur indonesia presiden karang bilang presiden indonesia presiden cebong bilang wkwk,1,"['keren', 'namanya', 'gubernur', 'indonesia', 'presiden', 'karang', 'bilang', 'presiden', 'indonesia', 'presiden', 'cebong', 'bilang', 'wkwk']"
anggota dewan perwakilan rakyat ri keberadaan perawat dibutuhkan penghargaan setimpal,0,"['anggota', 'dewan', 'perwakilan', 'rakyat', 'ri', 'keberadaan', 'perawat', 'dibutuhkan', 'penghargaan', 'setimpal']"
gereja kristen jawa ya,0,"['gereja', 'kristen', 'jawa', 'ya']"
sok polos genitnya kayak banci,1,"['sok', 'polos', 'genitnya', 'kayak', 'banci']"
jokowi menguasai saham pt freeport 51 persen kaum bani cabul kaum kampret kejang nyinyir,1,"['jokowi', 'menguasai', 'saham', 'pt', 'freeport', 'persen', 'kaum', 'bani', 'cabul', 'kaum', 'kampret', 'kejang', 'nyinyir']"
maksudnya cacat,0,"['maksudnya', 'cacat']"
silang pendapat ulama silang pendapat salat amp menikah,0,"['silang', 'pendapat', 'ulama', 'silang', 'pendapat', 'salat', 'amp', 'menikah']"
bah otak onta sedeng tau ulama mu membicarakan ekonomi muslim ulang ulang onta somplak memperkuat ekonomi muslim,1,"['bah', 'otak', 'onta', 'sedeng', 'tau', 'ulama', 'mu', 'membicarakan', 'ekonomi', 'muslim', 'ulang', 'ulang', 'onta', 'somplak', 'memperkuat', 'ekonomi', 'muslim']"
bodoh menyampah baca romor pasal transfer window cakap je senang player star penyerang power power def power diburu manchester united club pergi main menyu nak kumpul star club sekian kepala bana,0,"['bodoh', 'menyampah', 'baca', 'romor', 'pasal', 'transfer', 'window', 'cakap', 'je', 'senang', 'player', 'star', 'penyerang', 'power', 'power', 'def', 'power', 'diburu', 'manchester', 'united', 'club', 'pergi', 'main', 'menyu', 'nak', 'kumpul', 'star', 'club', 'sekian', 'kepala', 'bana']"
katolik samakan km umat islam akidah km berbeda,0,"['katolik', 'samakan', 'km', 'umat', 'islam', 'akidah', 'km', 'berbeda']"
rentetan kriminal terkait perbankan skimming pembobolan kartu kredit nasabah was was keamanan data,0,"['rentetan', 'kriminal', 'terkait', 'perbankan', 'skimming', 'pembobolan', 'kartu', 'kredit', 'nasabah', 'was', 'was', 'keamanan', 'data']"
menyamakan allah subhanahu wa taala dungu biadab tuhan gerhana penyesatan,1,"['menyamakan', 'allah', 'subhanahu', 'wa', 'taala', 'dungu', 'biadab', 'tuhan', 'gerhana', 'penyesatan']"
kamar lihat elusi memek he tangannya barom fc,0,"['kamar', 'lihat', 'elusi', 'memek', 'he', 'tangannya', 'barom', 'fc']"
presiden baiknya bohongnya blokir jokowi lengserkan jokowi,1,"['presiden', 'baiknya', 'bohongnya', 'blokir', 'jokowi', 'lengserkan', 'jokowi']"
coba petugas partai menjalankan pemerintahan infrastruktur sektor jalan hutang tenaga kerja asing masuk pikirkan pencitraan,1,"['coba', 'petugas', 'partai', 'menjalankan', 'pemerintahan', 'infrastruktur', 'sektor', 'jalan', 'hutang', 'tenaga', 'kerja', 'asing', 'masuk', 'pikirkan', 'pencitraan']"
kristen transnasional mengubah dasar negara indonesia embel embel,0,"['kristen', 'transnasional', 'mengubah', 'dasar', 'negara', 'indonesia', 'embel', 'embel']"
kehilangan tangan kakinya berdiam ibunya merepotkan mengurus orang cacat beban,0,"['kehilangan', 'tangan', 'kakinya', 'berdiam', 'ibunya', 'merepotkan', 'mengurus', 'orang', 'cacat', 'beban']"
2019 ganti presiden butuh pemimpin pro pribumi pro tenaga kerja asing,1,"['ganti', 'presiden', 'butuh', 'pemimpin', 'pro', 'pribumi', 'pro', 'tenaga', 'kerja', 'asing']"
cebong gubernur aceh partai pengusungnya partai demokrasi indonesia perjuangan,1,"['cebong', 'gubernur', 'aceh', 'partai', 'pengusungnya', 'partai', 'demokrasi', 'indonesia', 'perjuangan']"
bohay bokong nya doggy gaya enak,0,"['bohay', 'bokong', 'nya', 'doggy', 'gaya', 'enak']"
berita tidur ruang kerja wakil ketua dewan perwakilan rakyat ya,0,"['berita', 'tidur', 'ruang', 'kerja', 'wakil', 'ketua', 'dewan', 'perwakilan', 'rakyat', 'ya']"
2 lahir keluarga kristen ronald berhubungan tetangganya muslim keluarga bapaknya kerabat muslim hubungan pecah konflik 1999 diskusi,0,"['lahir', 'keluarga', 'kristen', 'ronald', 'berhubungan', 'tetangganya', 'muslim', 'keluarga', 'bapaknya', 'kerabat', 'muslim', 'hubungan', 'pecah', 'konflik', 'diskusi']"
rakyat butuh pangan disediakan beton bertulang,0,"['rakyat', 'butuh', 'pangan', 'disediakan', 'beton', 'bertulang']"
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018 gaaaasss,0,"['warga', 'badui', 'selesai', 'memperingati', 'tradisi', 'seba', 'pendopo', 'pemerintah', 'kabupaten', 'lebak', 'dilanjutkan', 'bertemu', 'gubernur', 'banten', 'wahidin', 'halim', 'sabtu', 'seba', 'baduy', 'gaaaasss']"
orang udik sok pintar ya congornya,1,"['orang', 'udik', 'sok', 'pintar', 'ya', 'congornya']"
genosida muslim rohingya teroris buddha myanmar uniform resource locator 80 desa muslim rohingya dibakar teroris buddha,1,"['genosida', 'muslim', 'rohingya', 'teroris', 'buddha', 'myanmar', 'uniform', 'resource', 'locator', 'desa', 'muslim', 'rohingya', 'dibakar', 'teroris', 'buddha']"
ya allah pendukung pendukung gampang anjing anjing in orang saudari baca pemerintah batal 51 saham fan page fan page bantah sepakat divestasi 51 saham menebar hoaks menjelekkan harto,1,"['ya', 'allah', 'pendukung', 'pendukung', 'gampang', 'anjing', 'anjing', 'in', 'orang', 'saudari', 'baca', 'pemerintah', 'batal', 'saham', 'fan', 'page', 'fan', 'page', 'bantah', 'sepakat', 'divestasi', 'saham', 'menebar', 'hoaks', 'menjelekkan', 'harto']"
peringatkan jahat islam usir cina buddha indonesia,1,"['peringatkan', 'jahat', 'islam', 'usir', 'cina', 'buddha', 'indonesia']"
dukungan lingkungan kurangnya imunisasi kasih sayang kebutuhan ekonomi mempengaruhi nafsu makan kebutuhan kesehatan,0,"['dukungan', 'lingkungan', 'kurangnya', 'imunisasi', 'kasih', 'sayang', 'kebutuhan', 'ekonomi', 'mempengaruhi', 'nafsu', 'makan', 'kebutuhan', 'kesehatan']"
pengembangan industri 4 0 peluang signifikan indonesia meningkatkan daya saing produk industri nasional pasar global leonard tampubolon deputi bidang ekonomi badan perencanaan pembangunan nasional ready for industry 4 0 fm,0,"['pengembangan', 'industri', 'peluang', 'signifikan', 'indonesia', 'meningkatkan', 'daya', 'saing', 'produk', 'industri', 'nasional', 'pasar', 'global', 'leonard', 'tampubolon', 'deputi', 'bidang', 'ekonomi', 'badan', 'perencanaan', 'pembangunan', 'nasional', 'ready', 'for', 'industry', 'fm']"
haha part cina paham balas cina paham hmmmm,0,"['haha', 'part', 'cina', 'paham', 'balas', 'cina', 'paham', 'hmmmm']"
suruh salam susah anak babi nih oi babi nya jeezzzz,1,"['suruh', 'salam', 'susah', 'anak', 'babi', 'nih', 'oi', 'babi', 'nya', 'jeezzzz']"
ramai ramai hijrah pbb pengamat ppp lolos ambang batas parlemen,0,"['ramai', 'ramai', 'hijrah', 'pbb', 'pengamat', 'ppp', 'lolos', 'ambang', 'batas', 'parlemen']"
