,tweet,Hate_Speech,translated_tweet,tokenized_text
1903,this is the homeboy advanced opening screen you mongoloid,0,layar pembuka lanjutan homeboy Anda mongoloid,"['layar', 'pembuka', 'lanjutan', 'homeboy', 'anda', 'mongoloid']"
1904,of i cant fucking understand what up saying i don't speak thing thong,0,Jika mengerti berbicara Thong,"['jika', 'mengerti', 'berbicara', 'thong']"
1905,someone's about to get their negro wake up call,1,menerima panggilan bangun negro,"['menerima', 'panggilan', 'bangun', 'negro']"
1906,million and one fucking laws for the average joennbut a million fucking loopholes for some silver spoon faggot in ,1,Million and One Fucking Laws -rata joenn juta celah sialan sendok perak homo,"['million', 'and', 'one', 'fucking', 'laws', 'rata', 'joenn', 'juta', 'celah', 'sialan', 'sendok', 'perak', 'homo']"
1907,fuck you you piece of shit you stole my instar name go thing thong bong somewhere else,0,FUCK YOU SHOK OF SHIT OF YANG ANDA CERCOLE MY NAMA NAMA GO HOM BONG BONG DI TINGGA,"['fuck', 'you', 'shok', 'of', 'shit', 'of', 'yang', 'anda', 'cercole', 'my', 'nama', 'nama', 'go', 'hom', 'bong', 'bong', 'di', 'tingga']"
1908,['it valet create the out of africa theory marcs garvey be an agent funded and schooled by information technology so called news program'],0,IT Valet Buat Teori Afrika Marcs Garvey agen didanai dididik teknologi informasi program berita,"['it', 'valet', 'buat', 'teori', 'afrika', 'marcs', 'garvey', 'agen', 'didanai', 'dididik', 'teknologi', 'informasi', 'program', 'berita']"
1909,and the in appear with their not retarded meme,1,In -in muncul meme terbelakang,"['in', 'in', 'muncul', 'meme', 'terbelakang']"
1910,nail pennon a soup taker hah skin hell,0,paku pennon pengambil sup hah kulit neraka,"['paku', 'pennon', 'pengambil', 'sup', 'hah', 'kulit', 'neraka']"
1911, gee criticism for not having armed guards at a church talk about shithole countries murica ,1,Wah kritik memiliki penjaga bersenjata gereja berbicara negara -negara shithole murica,"['wah', 'kritik', 'memiliki', 'penjaga', 'bersenjata', 'gereja', 'berbicara', 'negara', 'negara', 'shithole', 'murica']"
1912,what an colossal twat,0,Sungguh twat kolosal,"['sungguh', 'twat', 'kolosal']"
1913,['it is indianarmy and not hinduforcesif hindus had force kashmiripandit wouldn ’ mt ingest equal refugees amp …'],0,Ini Indianarmy orang Hinduforces umat Hindu memiliki kekuatan Kashmiripandit pengungsi ...,"['ini', 'indianarmy', 'orang', 'hinduforces', 'umat', 'hindu', 'memiliki', 'kekuatan', 'kashmiripandit', 'pengungsi']"
1914,do you think this illegitimareregime gives a damn about people from shithole countries they don't give a damn ab ,0,Apakah Anda pikir ilegitimareregime peduli orang -orang negara -negara shithole ab,"['apakah', 'anda', 'pikir', 'peduli', 'orang', 'orang', 'negara', 'negara', 'shithole', 'ab']"
1915,  cadetbonespursnhere you stand all spic and spannwhere were you during vietnam ,0,cadetbonespursnhere Anda berdiri spic spanwhere where you vietnam,"['anda', 'berdiri', 'spic', 'spanwhere', 'where', 'you', 'vietnam']"
1916,and this my friends is how shithole countries make history in a way that benefits everyone and advances peace ,0,Dan teman -teman negara -negara shithole sejarah menguntungkan orang memajukan perdamaian,"['dan', 'teman', 'teman', 'negara', 'negara', 'shithole', 'sejarah', 'menguntungkan', 'orang', 'memajukan', 'perdamaian']"
1917, i love the mindset of those who label people 'bloke hating feminazis',1,Saya suka pola pikir orang -orang label orang cowok membenci feminazis,"['saya', 'suka', 'pola', 'pikir', 'orang', 'orang', 'label', 'orang', 'cowok', 'membenci', 'feminazis']"
1918,don you mean mongol hordes,1,don maksudmu gerombolan mongol,"['don', 'maksudmu', 'gerombolan', 'mongol']"
1919,had a panic attack imagining buying red dead redemption on release day then as soon as i am doing some retarded to,0,memiliki serangan panik membayangkan membeli Red Dead Redemption rilis terbelakang,"['memiliki', 'serangan', 'panik', 'membayangkan', 'membeli', 'red', 'dead', 'redemption', 'rilis', 'terbelakang']"
1920,nba been kind for first week with mongy bookies doing mongy thingshope they don improve,0,nba minggu bandar judi monges -hal mongy tingkatkan,"['nba', 'minggu', 'bandar', 'judi', 'monges', 'hal', 'mongy', 'tingkatkan']"
1921,thing thong eat dog,1,Thong Eat Dog,"['thong', 'eat', 'dog']"
1922,so jonathan chait is retarded ,1,Jadi Jonathan Chait terbelakang,"['jadi', 'jonathan', 'chait', 'terbelakang']"
1923,is it like this for anyone else where you wake up multiple times a night like 45 times or is my body just fucking retarded,0,Apakah orang Anda bangun kali semalam 45 kali tubuh terbelakang,"['apakah', 'orang', 'anda', 'bangun', 'kali', 'semalam', 'kali', 'tubuh', 'terbelakang']"
1924,cringe still stealing other peoples vernacular unoriginal faggot,1,ngeri mencuri orang orisinal homo,"['ngeri', 'mencuri', 'orang', 'orisinal', 'homo']"
1925,['loving this character of my six twelvemonth old life when she exactly quite can record perfectly can'],0,Mencintai karakter enam kehidupan Twelvemonth -benar merekam sempurna,"['mencintai', 'karakter', 'enam', 'kehidupan', 'twelvemonth', 'benar', 'merekam', 'sempurna']"
1926,could only go on in one of those shithole countries rightnyeah alabama but rikers is in the middle of the fina ,0,berlanjut salah negara shithole rightnyeah alabama Rikers -tengah FINA,"['berlanjut', 'salah', 'negara', 'shithole', 'rightnyeah', 'alabama', 'rikers', 'tengah', 'fina']"
1927,i just wanna say dyke twitter is the funniest,0,Saya Twitter Dyke lucu,"['saya', 'twitter', 'dyke', 'lucu']"
1928,well did you call it a faggot back,1,Anda menyebutnya homo,"['anda', 'menyebutnya', 'homo']"
1929,oh hell no ism saving my dollars to help build the wall to protect us from the rape killer illegal aliens,1,oh neraka no ism menabung dolar membantu membangun tembok melindungi alien ilegal pembunuh pemerkosaan,"['oh', 'neraka', 'no', 'ism', 'menabung', 'dolar', 'membantu', 'membangun', 'tembok', 'melindungi', 'alien', 'ilegal', 'pembunuh', 'pemerkosaan']"
1930,ism fucking mad that i made my life choices bad and ism now a fat retard who is socially inept when talking to unit,0,ism fucking mad pilihan hidupku buruk isme fat retard kompeten sosial berbicara unit,"['ism', 'fucking', 'mad', 'pilihan', 'hidupku', 'buruk', 'isme', 'fat', 'retard', 'kompeten', 'sosial', 'berbicara', 'unit']"
1931,hate helping chines customers they diss me when i ask if they need help then coming talking thing thong to me when they need help,1,Benci Membantu Pelanggan Chines Mereka membantah membutuhkan bantuan berbicara membutuhkan bantuan,"['benci', 'membantu', 'pelanggan', 'chines', 'mereka', 'membantah', 'membutuhkan', 'bantuan', 'berbicara', 'membutuhkan', 'bantuan']"
1932,thank you senator graham have been critical of you for your support of illegal aliens but your defend,0,Terima kasih Senator Graham mengkritik Anda dukungan Anda alien ilegal Anda bertahan,"['terima', 'kasih', 'senator', 'graham', 'mengkritik', 'anda', 'dukungan', 'anda', 'alien', 'ilegal', 'anda', 'bertahan']"
1933,this retard is getting blocked lot,1,Retard diblokir,"['retard', 'diblokir']"
1934,        in your dream faceless trollwhat a retard u r ,1,mimpimu troll wajah retard u r,"['mimpimu', 'troll', 'wajah', 'retard']"
1935,you're blind and retarded you loser,1,Anda buta keterbelakangan Anda pecundang,"['anda', 'buta', 'keterbelakangan', 'anda', 'pecundang']"
1936,on with says refugees have never committed terrorism in the us how,0,pengungsi terorisme AS,"['pengungsi', 'terorisme', 'as']"
1937,this is what i picture when someone calls another person mongoloid,1,Inilah bayangkan memanggil orang Mongoloid,"['inilah', 'bayangkan', 'memanggil', 'orang', 'mongoloid']"
1938,white people be like learn your english or go back to your country but can't tell the difference between your you,1,orang kulit putih belajar bahasa Inggris Anda negara Anda membedakan Anda,"['orang', 'kulit', 'putih', 'belajar', 'bahasa', 'inggris', 'anda', 'negara', 'anda', 'membedakan', 'anda']"
1939,many mask's classical and golden scenes will be cut just because of the stupid retarded and shitty idea of going a,0,Adegan klasik emas topeng dipotong gagasan terbelakang menyebalkan pergi a,"['adegan', 'klasik', 'emas', 'topeng', 'dipotong', 'gagasan', 'terbelakang', 'menyebalkan', 'pergi']"
1940,full offense but i dead's heterosexual because of this have never heard of being a faggot in my life,1,pelanggaran penuh heteroseksual mati mendengar homo hidup,"['pelanggaran', 'penuh', 'heteroseksual', 'mati', 'mendengar', 'homo', 'hidup']"
1941,['only the looneyleftys pot answer the final query despicabledemocrats hollywoodhasbeens hollywoodhypocrites'],0,Only the Looneyleftys Pot DespicableDemocrat Hollywoodhasbeens Hollywoodhypocrites,"['only', 'the', 'looneyleftys', 'pot']"
1942,i said thing thong in a came yesterday and now ism not allowed back there,1,Saya Thong in a Comes kemarin ISM diizinkan,"['saya', 'thong', 'in', 'comes', 'kemarin', 'ism', 'diizinkan']"
1943,i not racist i touched a tan dick once not sure what his race was though some kinda spic,0,Saya rasis menyentuh kontol tan rasnya spic,"['saya', 'rasis', 'menyentuh', 'kontol', 'tan', 'rasnya', 'spic']"
1944,i thank god america is not like the freespeechfree shithole countries of europe to keep america different is why ,1,Saya berterima kasih Tuhan Amerika negara -negara shithole freespeechfree Eropa Amerika berbeda alasannya,"['saya', 'berterima', 'kasih', 'tuhan', 'amerika', 'negara', 'negara', 'shithole', 'freespeechfree', 'eropa', 'amerika', 'berbeda', 'alasannya']"
1945,you fucking retarded i agreed that helicopters were dangerous you twat that totally not the point,0,Anda -benar terbelakang setuju helikopter berbahaya Anda twat intinya,"['anda', 'benar', 'terbelakang', 'setuju', 'helikopter', 'berbahaya', 'anda', 'twat', 'intinya']"
1946,"[""so im no more longer rallying cry and would wish to say a few wordsnnfuck this shithole of a countrynfuck their ' elite ' univer""]",0,Jadi menangis -kata menyentuh countrynfuck elit universitas,"['jadi', 'menangis', 'kata', 'menyentuh', 'countrynfuck', 'elit', 'universitas']"
1947,['are you slow down i was just with skim for to for the hard currency stoop'],0,Apakah Anda memperlambat skim membungkus mata uang keras,"['apakah', 'anda', 'memperlambat', 'skim', 'membungkus', 'mata', 'uang', 'keras']"
1948,this group makes absolutely no sense to me do any of them have origins from those,1,Grup masuk akal salah berasal,"['grup', 'masuk', 'akal', 'salah', 'berasal']"
1949,kinda gutted i did get an hours extra sleep yes i know i in hong long at the moment yes i know i a greedy twat,0,patah hati jam tidur tambahan ya hong ya twat serakah,"['patah', 'hati', 'jam', 'tidur', 'tambahan', 'ya', 'hong', 'ya', 'twat', 'serakah']"
1950,i can't believe america voted for a retard to lead their country,1,Saya percaya Amerika memilih penghambat memimpin negara,"['saya', 'percaya', 'amerika', 'memilih', 'penghambat', 'memimpin', 'negara']"
1951,keep in mind ism a negro my open mind got a screen door impressive carter,1,Ingatlah negro pikiran terbuka pintu kasa mengesankan carter,"['ingatlah', 'negro', 'pikiran', 'terbuka', 'pintu', 'kasa', 'mengesankan', 'carter']"
1952,yeah the twat has a tweet for everything,0,ya twat memiliki tweet,"['ya', 'twat', 'memiliki', 'tweet']"
1953,i think we might be in the shithole country disgusted at the horrible events at the synagogue,1,Saya pikir negara shithole jijik peristiwa mengerikan sinagoge,"['saya', 'pikir', 'negara', 'shithole', 'jijik', 'peristiwa', 'mengerikan', 'sinagoge']"
1954,nah but for for keep that nigger on the bench,0,menjaga negro bangku,"['menjaga', 'negro', 'bangku']"
1955,that baby gonna pop out just as retarded as her night,0,Bayi terbelakangnya malamnya,"['bayi', 'terbelakangnya', 'malamnya']"
1956,when i get drunk i feel retarded,1,Saat mabuk terbelakang,"['saat', 'mabuk', 'terbelakang']"
1957,going to be fasting tomorrow and the next day because i such a fat cunt,1,puasa besok vagina gemuk,"['puasa', 'besok', 'vagina', 'gemuk']"
1958,['am i changeling'],0,Apakah berubah,"['apakah', 'berubah']"
1959, are getting twat wants that pasttenseoftweet,0,twat pasttenseoftweet,['twat']
1960,hey i thought you hated being called a retard,1,hai pikir Anda benci dipanggil retard,"['hai', 'pikir', 'anda', 'benci', 'dipanggil', 'retard']"
1961,you don't like trump you can always go back to your country and be my guest,0,Anda suka Trump Anda negara Anda tamu,"['anda', 'suka', 'trump', 'anda', 'negara', 'anda', 'tamu']"
1962,listening to negro swan,0,Mendengarkan Negro Swan,"['mendengarkan', 'negro', 'swan']"
1963,guess i retarded,1,Kira terbelakang,"['kira', 'terbelakang']"
1964,just cause you have money and connects does mean you not guilty trick ass bitch you just become a cunt who n,0,Hanya Anda uang koneksi Anda bersalah trik pantat jalang Anda vagina n,"['hanya', 'anda', 'uang', 'koneksi', 'anda', 'bersalah', 'trik', 'pantat', 'jalang', 'anda', 'vagina']"
1965,this dumb faggotpretends to get hit off in wagers he gonna lose lmao,0,Faggotsphotends bodoh ditabrak taruhannya kehilangan lmao,"['faggotsphotends', 'bodoh', 'ditabrak', 'taruhannya', 'kehilangan', 'lmao']"
1966, america is a shithole country but los angeles is good,1,Amerika negara shithole Los Angeles bagus,"['amerika', 'negara', 'shithole', 'los', 'angeles', 'bagus']"
1967,the irony of unwashed cult fans calling anyone a soup taker you do remember,1,Ironi penggemar kultus dicuci menyebut pengambil sup Anda,"['ironi', 'penggemar', 'kultus', 'dicuci', 'menyebut', 'pengambil', 'sup', 'anda']"
1968,no darling yo yes spic english,1,sayang yo yes spic bahasa Inggris,"['sayang', 'yo', 'yes', 'spic', 'bahasa', 'inggris']"
1969,man that night retarded still paid the manual,0,Pria malam terbelakang membayar manual,"['pria', 'malam', 'terbelakang', 'membayar', 'manual']"
1970,the bone always going full retard,1,tulang retard penuh,"['tulang', 'retard', 'penuh']"
1971,are we forgetting the group of money stoke fans waiting outside for when we left the ground you,0,Apakah lupa kelompok penggemar uang Stoke menunggu meninggalkan Anda,"['apakah', 'lupa', 'kelompok', 'penggemar', 'uang', 'stoke', 'menunggu', 'meninggalkan', 'anda']"
1972,i am really hot for cock i need this cock in my sissy faggot mouth and ass,0,Saya seksi ayam membutuhkan ayam mulut pantat banjir,"['saya', 'seksi', 'ayam', 'membutuhkan', 'ayam', 'mulut', 'pantat', 'banjir']"
1973,this guy a fucking retard lmfao ,1,pria lmfao retard sialan,"['pria', 'lmfao', 'retard', 'sialan']"
1974,['you korea look ass retard buns not'],0,You Korea Look Ass Retard Buns Not,"['you', 'korea', 'look', 'ass', 'retard', 'buns', 'not']"
1975,listen you pigheaded heads dusty looking lie fucking jackass library piece of shit eating mongoloid troglodyte bitch,1,Dengarkan Anda kepala pigheaded berdebu berbohong pustaka jackass sepotong kotoran makan mongoloid troglodyte bitch,"['dengarkan', 'anda', 'kepala', 'pigheaded', 'berdebu', 'berbohong', 'pustaka', 'jackass', 'sepotong', 'kotoran', 'makan', 'mongoloid', 'troglodyte', 'bitch']"
1976,keep ya head up lie nigger,1,jaga Anda berbohong,"['jaga', 'anda', 'berbohong']"
1977,videos grandpas fat gay fucking gay grandpas negro gay masturbation peperoni gay fetish pics,1,Video Kakek Gay Fucking Gay Kakek Negro Gay Masturbasi Peperoni Gay Fetish Pics,"['video', 'kakek', 'gay', 'fucking', 'gay', 'kakek', 'negro', 'gay', 'masturbasi', 'peperoni', 'gay', 'fetish', 'pics']"
1978,i swear i forgot it halloween weekend i in my car like why is everyone dressed retarded af lmaoooo blew my shit completely,1,Aku bersumpah lupa pekan halloween mobilku orang berpakaian retarded af lmaoooo -benar meniup kotoranku,"['aku', 'bersumpah', 'lupa', 'pekan', 'halloween', 'mobilku', 'orang', 'berpakaian', 'retarded', 'af', 'lmaoooo', 'benar', 'meniup', 'kotoranku']"
1979,i would followed him all the way home and kicked his faggot ass,0,Saya mengikutinya perjalanan pulang menendang pantatnya,"['saya', 'mengikutinya', 'perjalanan', 'pulang', 'menendang', 'pantatnya']"
1980,logic actually got mutant on a song entitled mutant forever don't know how this vanilla wafer colored negro managed to do that,0,Logika mutan lagu berjudul Mutant Forever Dont Know Bagaimana Negro Berwarna Wafer Vanilla Ini berhasil,"['logika', 'mutan', 'lagu', 'berjudul', 'mutant', 'forever', 'dont', 'know', 'bagaimana', 'negro', 'berwarna', 'wafer', 'vanilla', 'ini', 'berhasil']"
1981,fucking nigger me up the asshole with a hotrodnigga,1,sialan negro bajingan hotrodnigga,"['sialan', 'negro', 'bajingan', 'hotrodnigga']"
1982,['dawg why all yaw michael myers mask look decelerate'],0,DAWG Mengapa Semua Yaw Michael Myers Topeng Terlihat Buruk,"['dawg', 'mengapa', 'semua', 'yaw', 'michael', 'myers', 'topeng', 'terlihat', 'buruk']"
1983,ai spic english,1,ai spic bahasa Inggris,"['ai', 'spic', 'bahasa', 'inggris']"
1984,let me between this you fucking mongoloid,1,Biarkan kau mongoloid sialan,"['biarkan', 'kau', 'mongoloid', 'sialan']"
1985, problem iswhenever i post that splc study in response to right winger claims aboutviole ,0,Masalahnya memposting studi SPLC menanggapi klaim pemain sayap kanan Viole,"['masalahnya', 'memposting', 'studi', 'splc', 'menanggapi', 'klaim', 'pemain', 'sayap', 'kanan', 'viole']"
1987,southafrica,0,Afrika Selatan,"['afrika', 'selatan']"
1988,also hooraying it's okay to be white promotes whitest supremacy,1,Juga hore . Tidak -apa putih mempromosikan supremasi putih,"['juga', 'hore', 'tidak', 'apa', 'putih', 'mempromosikan', 'supremasi', 'putih']"
1989,but yet our mongy fans are to busy booing a 18 year old than booing the experienced pros that are jones millerben ,0,Namun penggemar mongy sibuk mencemooh anak berusia 18 mencemooh pro berpengalaman Jones Millerben,"['namun', 'penggemar', 'mongy', 'sibuk', 'mencemooh', 'anak', 'berusia', 'mencemooh', 'pro', 'berpengalaman', 'jones', 'millerben']"
1990,ism not black but i am or some called me spic in school had to ask my dad what it was he spoke,0,ism hitam memanggil spic sekolah ayah berbicara,"['ism', 'hitam', 'memanggil', 'spic', 'sekolah', 'ayah', 'berbicara']"
1991,lemotdujour retard,1,Penundaan Lemotdujour,"['penundaan', 'lemotdujour']"
1992,are you dumb i not condor you fucking retard,1,bodoh mengonder,"['bodoh', 'mengonder']"
1993,   maybe but  who lied about trump use of shithole countries and who doesn't ,1,berbohong penggunaan truf negara -negara shithole,"['berbohong', 'penggunaan', 'truf', 'negara', 'negara', 'shithole']"
1994,i swear it gets cold out and ifs want to act retarded,0,Aku bersumpah kedinginan bertindak terbelakang,"['aku', 'bersumpah', 'kedinginan', 'bertindak', 'terbelakang']"
1995,at least 1 million refugees were allowed into germany alone i know it's way more to,0,Setidaknya 1 juta pengungsi diizinkan masuk Jerman,"['setidaknya', 'juta', 'pengungsi', 'diizinkan', 'masuk', 'jerman']"
1996,drunk retard or high retard who will win this battle it's me bow,1,retard mabuk retard memenangkan pertempuran busur,"['retard', 'mabuk', 'retard', 'memenangkan', 'pertempuran', 'busur']"
1997,by palestinian terrorist leftist do you mean he was a liberal terrorist ,1,kiri teroris Palestina maksud Anda teroris liberal,"['kiri', 'teroris', 'palestina', 'maksud', 'anda', 'teroris', 'liberal']"
1998, wow middle east africa and south asia all the shithole countries are gathered together to walk a thou ,1,wow Afrika Timur Tengah Asia Selatan Semua negara shithole berkumpul berjalan,"['wow', 'afrika', 'timur', 'tengah', 'asia', 'selatan', 'semua', 'negara', 'shithole', 'berkumpul', 'berjalan']"
1999,do you invite someone in your home without knowing who they are letting illegal aliens votes this the only,0,Apakah Anda mengundang rumah Anda membiarkan alien ilegal memilih -satunya,"['apakah', 'anda', 'mengundang', 'rumah', 'anda', 'membiarkan', 'alien', 'ilegal', 'memilih', 'satunya']"
2000,shut up you fat sweaty mongoloid you never get higher than a stay southpaw,1,tutup mulutmu mongoloid berkeringat lemak kidal kidal,"['tutup', 'mulutmu', 'mongoloid', 'berkeringat', 'lemak', 'kidal', 'kidal']"
2001,['that unity time ace engender called a ahead in leister 2'],0,Persatuan ditimbulkan Ace ACORY IN LEISTER 2,"['persatuan', 'ditimbulkan', 'ace', 'acory', 'in', 'leister']"
2002,['buy the ahead votes ane see'],0,Beli Vote Ahead Ane See,"['beli', 'vote', 'ahead', 'ane', 'see']"
2003,['nerve tattooed bold move alpha puss bold movefindomme femdomme tattoofetish nitrogen'],0,Saraf Tato Bold Move Alpha Puss Bold MoveFindomme Femdomme Tatoofetish Nitrogen,"['saraf', 'tato', 'bold', 'move', 'alpha', 'puss', 'bold', 'movefindomme', 'femdomme', 'tatoofetish', 'nitrogen']"
2004,of retard,0,retard,['retard']
2005,['express mirth while clapping like retard seal that me'],0,Ekspresikan keajaiban bertepuk tangan retard seal,"['ekspresikan', 'keajaiban', 'bertepuk', 'tangan', 'retard', 'seal']"
2006,if the name was thing thong indie chines version of push man bharal then would have been accepted,0,Jika namanya Thong Indie Chinese Push Man Bharal diterima,"['jika', 'namanya', 'thong', 'indie', 'chinese', 'push', 'man', 'bharal', 'diterima']"
2007,ex said fuck nigger lives and left,1,mantan si Nigger hidup pergi,"['mantan', 'si', 'nigger', 'hidup', 'pergi']"
2008,['bitch shut yo check ass up looking like a great value tipsy stir'],0,Bitch shut yo check as ass up nilai nipsy adv,"['bitch', 'shut', 'yo', 'check', 'as', 'ass', 'up', 'nilai', 'nipsy', 'adv']"
2009,that is not what they said retard,1,Bukan retard,"['bukan', 'retard']"
2010,a retarded dad who has a daughter was framed by a prosecutor whose child was accidentally killed in the cold winter,1,Seorang ayah terbelakang memiliki putri dibingkai jaksa penuntut anaknya sengaja terbunuh musim dingin,"['seorang', 'ayah', 'terbelakang', 'memiliki', 'putri', 'dibingkai', 'jaksa', 'penuntut', 'anaknya', 'sengaja', 'terbunuh', 'musim', 'dingin']"
2011,"[""political correctness is turning our land into a shithole information technology ' s a prick of far left extremists to divide and cont""]",0,Kebenaran politik mengubah tanah tusukan Teknologi Informasi SHITHOLE ekstremis kiri membagi membagi,"['kebenaran', 'politik', 'mengubah', 'tanah', 'tusukan', 'teknologi', 'informasi', 'shithole', 'ekstremis', 'kiri', 'membagi', 'membagi']"
2012,its okay u don't have to comfort me give accepted that i unnaturally small its just how it has to be when up a spic,0,-apa menghibur diterima wajar spic,"['apa', 'menghibur', 'diterima', 'wajar', 'spic']"
2013,cause its utter is as is the lying feminacy ford,0,Karena utamanya feminasi berbohong Ford,"['karena', 'utamanya', 'feminasi', 'berbohong', 'ford']"
2014,found 10 envelopes and they say thing thong,1,menemukan 10 amplop thong,"['menemukan', 'amplop', 'thong']"
2015,alpha that guy types so much as well another fat retard banned ya,1,alpha orang -orang mengetik retard lemak melarang ya,"['alpha', 'orang', 'orang', 'mengetik', 'retard', 'lemak', 'melarang', 'ya']"
2016,let migrants traverse la me et trouveur let aides socials,0,Biarkan migran melintasi menemukan bantuan sosial,"['biarkan', 'migran', 'melintasi', 'menemukan', 'bantuan', 'sosial']"
2017,  shooter was a nazi a leftist terrorist and a palestinian sympathizer,0,Penembak Nazi teroris kiri simpatisan Palestina,"['penembak', 'nazi', 'teroris', 'kiri', 'simpatisan', 'palestina']"
2018,if someone reports illegal immigrants crossing the boarder to you question the veracity of their red,1,Jika melaporkan imigran ilegal melintasi perbatasan Anda kebenaran merah,"['jika', 'melaporkan', 'imigran', 'ilegal', 'melintasi', 'perbatasan', 'anda', 'kebenaran', 'merah']"
2019,['holy motherfucker models actually hold to tell themselvesforget to breath raging chicks truly are retarded luxurycard'],0,Model Motherfucker Suci -benar berpegang lupa menghirup anak ayam mengamuk -benar terbelakang kartu mewah,"['model', 'motherfucker', 'suci', 'benar', 'berpegang', 'lupa', 'menghirup', 'anak', 'ayam', 'mengamuk', 'benar', 'terbelakang', 'kartu', 'mewah']"
2020,oh shut up you twat,0,oh tutup mulutmu twat,"['oh', 'tutup', 'mulutmu', 'twat']"
2021,holy crap that thing thong font,1,Sialan Holy Thing Thong Font,"['sialan', 'holy', 'thing', 'thong', 'font']"
2022,babe ruth was a dirty new,1,Babe Ruth kotor,"['babe', 'ruth', 'kotor']"
2023,could you please send links,0,Bisakah Anda mengirim tautan,"['bisakah', 'anda', 'mengirim', 'tautan']"
2024,can even go to thanksgiving dinner without worrying that someone gonna call you a niggerchinkspic on accident ,1,Bahkan pergi makan malam Thanksgiving khawatir memanggil Anda NiggerChinkspic kecelakaan,"['bahkan', 'pergi', 'makan', 'malam', 'thanksgiving', 'khawatir', 'memanggil', 'anda', 'niggerchinkspic', 'kecelakaan']"
2025,man is a walking twat,1,Manusia twat berjalan,"['manusia', 'twat', 'berjalan']"
2026,representative tax cut a man of tremendous courage and grit may someday be recognized as a shithole countries,1,Pajak perwakilan memotong pria keberanian pasir diakui negara shithole,"['pajak', 'perwakilan', 'memotong', 'pria', 'keberanian', 'pasir', 'diakui', 'negara', 'shithole']"
2027,enough is enough should cancel the scheduled testimony of the lying feminacy ford then he needs,1,Cukup membatalkan kesaksian dijadwalkan feminasi berbohong butuhkan,"['cukup', 'membatalkan', 'kesaksian', 'dijadwalkan', 'feminasi', 'berbohong', 'butuhkan']"
2028,['i frankly can trust erectile dysfunction confirmed only three latin american countries and this lil shithole is i of them i so used to being ignore'],0,Saya terang mempercayai disfungsi ereksi mengkonfirmasi negara Amerika Latin terbiasa mengabaikan,"['saya', 'terang', 'mempercayai', 'disfungsi', 'ereksi', 'mengkonfirmasi', 'negara', 'amerika', 'latin', 'terbiasa', 'mengabaikan']"
2029,boring twat you moss,0,boring twat lumut,"['boring', 'twat', 'lumut']"
2030,shut up nigger,1,Diam negro,"['diam', 'negro']"
2031,great arguments there retard the fact that you're laughing at this proves your,0,argumen bagus memperlambat fakta Anda menertawakan membuktikan Anda,"['argumen', 'bagus', 'memperlambat', 'fakta', 'anda', 'menertawakan', 'membuktikan', 'anda']"
2032,you going to try and come for a faggot your get education will not be helpful i read all of you so quick it not funny,1,Anda mencoba fagot Anda pendidikan membantu membaca Anda cepat lucu,"['anda', 'mencoba', 'fagot', 'anda', 'pendidikan', 'membantu', 'membaca', 'anda', 'cepat', 'lucu']"
2033,really wish that chinaman wouldn't have blown up my dog because of gamergate,0,BENAR -BENAR berharap Chinaman meledakkan anjing gamergate,"['benar', 'benar', 'berharap', 'chinaman', 'meledakkan', 'anjing', 'gamergate']"
2034, authorities have arrested man connected to suspiciouspackages containing ,0,Pihak berwenang menangkap pria terhubung mencurigakan mengandung,"['pihak', 'berwenang', 'menangkap', 'pria', 'terhubung', 'mencurigakan', 'mengandung']"
2035, i say banishment send trump and people like to trump to places like shithole countries in africa me ,1,Saya pembuangan kirim Trump orang -orang suka Trump -tempat negara shithole Afrika,"['saya', 'pembuangan', 'kirim', 'trump', 'orang', 'orang', 'suka', 'trump', 'tempat', 'negara', 'shithole', 'afrika']"
2036,['1 bang atomic number 2 already receive a tall can model negro ready for me when i come knows me too well'],0,1 bang atom nomor 2 menerima kaleng negro mengenal,"['bang', 'atom', 'nomor', 'menerima', 'kaleng', 'negro', 'mengenal']"
2037,fuck the zombie apocalypse its never gonna happen nim more worried about the thick cunt apocalypse its already upon us,1,Persetan kiamat zombie nim khawatir kiamat vagina tebal,"['persetan', 'kiamat', 'zombie', 'nim', 'khawatir', 'kiamat', 'vagina', 'tebal']"
2038,twat on the left keeps telling me to just stopstop whatdefeating them at every electionstop cancelling all of th ,1,twat sebelah kiri menyuruhku berhenti berhenti mengalahkan pemilihan membatalkan th,"['twat', 'sebelah', 'kiri', 'menyuruhku', 'berhenti', 'berhenti', 'mengalahkan', 'pemilihan', 'membatalkan', 'th']"
2039, i feel you i've got eyes and a nose that's midway between typically arab looking chinesemongol but i ,0,Saya merasakan Anda memiliki mata hidung Chinesemongol orang Arab,"['saya', 'merasakan', 'anda', 'memiliki', 'mata', 'hidung', 'chinesemongol', 'orang', 'arab']"
2040,and for the record i not arguing about anti or leftist self defense movements anymore i spoken on it i,1,Dan catatan berdebat gerakan pertahanan anti kiri berbicara atasnya,"['dan', 'catatan', 'berdebat', 'gerakan', 'pertahanan', 'anti', 'kiri', 'berbicara', 'atasnya']"
2041,if you are a trains male mongoloid you shouldn't be in a woman's event same goes t,1,Jika Anda kereta Mongoloid pria Anda peristiwa wanita,"['jika', 'anda', 'kereta', 'mongoloid', 'pria', 'anda', 'peristiwa', 'wanita']"
