,tweet,Hate_Speech
3797,there's a fucking stupid little brat in our village who drives around like a twat dangerously pulls into parking s,1
3798,tweet,0
3800,if race is a social construct why are all the leftists and antiwhites always attacking white people white values ,1
3801,amen these feminacy managers are evil and a curse,1
3803,its fans being a mongoloid,0
3805,and illegal immigrants come here from shithole countries ,0
3809,he's just another nigger sh,0
3811,of course he does,0
3813,i love being a medical because i can call other pelicans spic,0
3814,as up nowthe people from the shithole nor muslim countries haven't been a problem for the us the fine people of ,1
3815,by palestinian terrorist leftist do you mean he was a liberal terrorist ,1
3818,is all 40 lakh people are illegal immigrants hard to believe how these unimaginable immigrants into,0
3822,1 faggot,1
3824,ratlike to be in a armada go n appreciate pink gremlins 247 n don be a scabby cunt of be nice to each other pal,0
3825,fucking horrible cunt,1
3826,all feminists are worth is a nut that's it any night showing off his feminacy girlfriend is close to euthanasia,1
3832,be picking his fucking jaw up off the floor the cunt,1
3833,me breathes faggot ting,1
3837,who to spells it whelp it's help you mongoloid,1
3840,you better get this ahead out of our political agendas he's going to look after his museums brotherhood i kid y,0
3845, its rather clear i thinknnhe'd rather that chinaman would have had a different reason,1
3846,says the homo who orders chilli chicken wraps and goes to costa that about as gay as you get faggot,1
3849,faggot ass bitch,1
3851,unless you a muslim a mexican or from a shithole countrynntrumpian hypocrisy is unparalleled and knows no bou ,1
3853,fuck off nigger,1
3859,it's okay to be white,0
3860,    you have me in the thread you twatnnyou literally said it ,0
3864,it took 18 innings and and a retard to cost me my sweep bet but somehow they got me worldseriesgame3,0
3867,she kept saying faggot so i left hhhhhh ,0
3870,i was listening and watching some of kwame nkrumah's achievement to our country and africa at large on media hubs… ,0
3872,i bet it has something to do with the hamlet,0
3875,don't be mosquitoes exist only to bring disease and suffering,0
3879,what's big and spotty and has a cunt half way down its back,0
3880,refugees displacement increases the risk of statelessnessliving in limbo europe's stateless refugees  via ,0
3882,pro i got called in early and there no delivery lot i should run my fat sweaty balls all over my bosses stinky stink face faggot,1
3883,i a cunt wen i ready dot test me,0
3885,yes i easy to toy with and not you the turkey eating retard who can stop replying to me man,1
3888,i was really walking around tailgate today high as pterodactyl twat,0
3891,and the in appear with their not retarded meme,1
3892,look at her face she not rich or happy all she has is being white in trump racist shithole country that ,0
3894,shut up you fat sweaty mongoloid you never get higher than a stay southpaw,1
3897,  the fact that this guys bio reads there are no shithole countries shows how small the ,1
3901,border patrol agents discover nearly 200 illegal immigrants in remote arizona desert ,0
3902,indigenous mongol people majority in nepal,0
3904,the canada model allows egos and groups of private individuals to sponsor refugees above the federal intake,1
3905,like is retarded with his rotations as well kept josh for a long time should have played to play down the stretch,0
3906, lmaoooooo i do love how ppls excuse isrep is vague like oh my god thats literally chinese coded maybe mongol but ok,1
3910,bop got brought in arc identified 40 lakh illegal immigrants admit shah,0
3914,genie weenie mine to catch a nigger by the toe if he hollers make him pay twenty dollars every day,0
3915,try lane is garbage as well take the l faggot,1
3924,my dad thing chon long long thing thong thong,1
3927,everyone needs to unfollow this cunt nnthanks nncuntnunfollownsicknleicester ,0
3928,say chink gook chainman thing thong up allowed to,1
3929,call them what they are illegal aliens not undocumented immigrants,1
3932,yes i for one don't want america turned into a shithole country ni saw ms13 guy's in the caravan ,1
3935,alpha that guy types so much as well another fat retard banned ya,1
3937,just to snugglenphysically be within thensame 17mi tango of this twat thatnneeds the parking lot rendezvous updated,0
3938,the best nigger roll meme,1
3940,i met the cutest dyke from town but i can remember if i gave her my number or not,0
3941,worry that the us and rope will become communists when even the countries of the immigrants have not,1
3942,literally is the avian representation queen we got thing thong who change the demonized cry baby bitch,1
3944,amie liver is a twat amie liver is a twat amie liver is a twat amie liver is a twat amie liver is a twat,1
3946, i like how she called out gillebrand and that whack job feminazi from hawaii,1
3947,my name is spic now lot copy but let me all you one of the many names society got for you then wanna cry racism,0
3950,it's our hallowed party shit thing tonight i wasn't going to to comment because i think it's retarded but then,0
3951,are u retarded daddy butter is enough u ever have potatoes with just butter retard,1
3952,imagine young working his tongue technology on you his hands tightly gripping your hips as he fucks your cunt wit,0
3955,hi everyone just letting you know that it's okay to be white auspex,0
3957,faggot fucking sellout no i pebble brain autistic slut,0
3959,this retard is getting blocked lot,1
3965, disease ridden illiterate pigs we don't want them turning the us into a shithole like the countries ,1
3967,attn white conservativesnndo younnhate george soros amp other meddling leftist billionaire financiersnnconsider ,0
3969,how despicable race baiting amp insulting the negro race,0
3971,struggling whether to feel sorry for americans for electing a retard to lead the countrynnfor all you sensitive ,1
3972,remember that time trump referred to haiti and african nations as shithole countries itmfa,0
3973,  you not getting it it the fact thatshouldn be used as an insult because i ,0
3974,you don't find it credible that feminacy women lie are vicious nasty and revengeful if,0
3977,  some twat shot a sleepinglion,1
3980,when and where has that rat apologized for calling normal a nigger,0
3984,someone plus tell me why a 12 year old called me a thing thong bitch today when i looked at him funny for wearing a grill i hate so so much,0
3988,dude i saying it both you did prove me wrong you making yourself look retarded eyes the khaki is why he,0
3990, gee criticism for not having armed guards at a church talk about shithole countries murica ,1
3991,4nwhen poor little kiddos get sicknwe want hospitals all spanandspicnthis bond gives them some new chitsnfor tec ,0
3992,i have met spent time with gotten to know and heard the journeys of too many immigrants seeking safe,0
3993, because diversity in general and eurafrica in particular is the economist's greatest strength,0
4001,as long as you are a non threatening negro and echo white feminist amp supremacist talking points your to show will,0
4002,twitter war i here to state facts u horrible cunt now u defend woman beaters if u want u don l,0
4003,you fucking retarded i agreed that helicopters were dangerous you twat that totally not the point,0
4005,of spic,0
4006,go follow this retard,1
4007,amp the mongol can go talk to the brick wall none give a shit about time greece grows a backbone amp once,0
4008,gay retard,1
4010,found the faggot,1
4013,feminacy fake news,0
4015,so he's mega faggot,1
4016,leave up wildlife alone and go back to where you come from and kill your own animals amp wildlife,0
4019,he ain fat he just retarded ad,1
4020,it's okay to be white auspex,0
4024,if you were fleeing your shithole country because you were suffering from poverty hunger and poor health why woul ,0
4027,fuck morons and their polygamist con artist worshipper retard asses ironically muslin tier,1
4033, off the top of my head he didn't condemn charlottesville shithole countries said obama was born in ,1
4035,someone get this faggot,1
4037,  don you get it they turned their own country into a shithole let them into the us and they ,1
4038,i rather kelvin beige call me a faggot to my face than this to even be thought of,1
4041,what a twat,1
4044,again i say who and if shes doing that shit down by 5 shes retarded,1
4050,it's so retarded since mess individually is miles ahead of robalo how can you watch a game of both players and c,0
4052,why to put in jane in the nth agminate you retarded or something doc robots with his stupidity strikes again,1
4053,no he a faggot,1
4054,cancel still bounces that big mongoloid about,1
4055,fuckin gimme for the scouse fucks today licks flopps assnatzi bunch of wankers i do not want these mongy s ,1
4064,this is not the pristine spic and span environment one might wish for,0
4065,tailor mongol,0
4066,strictly come mongol,1
4067, is a disgrace it wants to trash the us and make it another shithole country ,1
4076,our own  with anotherpointnnanytime the person has leftist or terrorist ties law enforcement ,0
4077,them whites probably look at the situation like dance nigger dance,0
4082,i got banned for calling a terf a retard but apparently this is okay,1
4083,if my spic ass does make it to the j basin concert next week imam be upset as fuck,0
4085,when hes not i want a apology from your retarded ass,1
4089,quit asking me dumb fucking questions about salesnnif you're going to ask me the worlds most basic fucking retard ,1
4094,alright fine i argue the way you arguing hey listen shitfaced you a retard who does know,1
4096,i call this thing thong gay shit artwork china,0
4097,my rap name would be lie thing thong the,1
4101,that's true supports drivers licenses for illegal aliens the governor's ply,0
4108, let not kid ourselves if this was a nonwhite country there is a 99 chance it a third world shithole and no one can vote,1
4111,i get to see my retard tonight,0
4113,i fucking hope those chinks get raped you fucking faggot they won exist in 12 yearsurl,1
4120,oh shut the fuck up retard,1
4123,imagine being part of a race that god himself must put you in your place be you are constantly acting collectively retarded,1
4124,they might not the new demographics of the democrats is from immigrants that do not have the same adverse guts,0
4125,i was so shocked when my wife called me a lazy twat when i was in palmar yesterday that i almost fell of my motorized scooter,0
4127,could this pompous arrogant twat ever run a country,1
4128,to shithole or not to shithole other's countries is that the question too ,1
4132,you negro you,1
4134,fuck you you piece of shit you stole my instar name go thing thong bong somewhere else,0
4135,i can't believe america voted for a retard to lead their country,1
4138,i just wanna say dyke twitter is the funniest,0
4139,nigger faggot,1
4140,you can call me a thing thong for all i care,0
4141,sighed please stop saying thing thong it's really racist and mean i put my pinky up fuck u loll and he big,0
4142,a neophyte is a nigger nonsupervisory yet roving,1
4143,us you a mongol,0
4145, oh stfu you weakchinned turtlefaced hypocritical skunk twat,1
4146,he will probably cry bite his pillow and demand a recount when the hypocritical twat loses his seat at the next we,1
4148,or a runaway spic oh i sorry,1
4150,your master is here so get on your knees and tributenmaster khaled needs his cock worshiped slave cuck faggot ,1
4151,your father had a dinosaur your mother gave up hers to raise you you ungrateful faggot,1
4152,he such a cunt,1
4154,if you have to use violence to spread your ideology you are a fucking retard you lost the argument and didn't ha,1
4155,using the wording any form is a great way to make me lose a huge amount of respect for you,1
4161,  oh hell i wish they treated kavanaugh the way they treat their illegal aliens,1
4163,the traditional business of the united states is creating shithole countries ,1
4167,god macho is a twat,0
4169,call a timeout you mongoloid on river,1
4170,how am i retard,0
4176,having lived the is growing up as a skater using derogatory terms like fag and faggot accurately or inaccurate,0
4177,so as new immigrants no one warned us about halloween which hadn’t quite gone global yet in the early ‘80s i reme… ,1
4180,i think we might be in the shithole country disgusted at the horrible events at the synagogue,1
4181,maddenbishop is the biggest faggot ever,1
4184,i cant tell if bonnie here is actually retarded or if shes just pretending,1
4185,if i see anymore shootings or separating immigrants you will be impeached and prosecuted do i make myself very clear on that,0
4186,1 fear mongering about refugees loitering in international waters waiting for a labor,0
4187,yea i see probably not posting that thing on twitter again,0
4189,wait a second this isn't thing thong,1
4193,lose masterclass very good performance only thing that would've topped it off is lose dating that fucking money c,1
4194, niggermayate,0
4197,oh dear the mongol hordes are sweeping up from the south to rape and pillage and sack our capital save us great,0
4198,what's a mongoloid,0
4200,mf smoking that retard pack by the o,1
4202,handy lot what a wanna be nigger your so plastic you make barbie look real,0
4203,she isn't thing thong,1
4206,logic actually got mutant on a song entitled mutant forever don't know how this vanilla wafer colored negro managed to do that,0
4217,hetero guy faggot bet you wanna suck my dick name,0
4221,finished makingamurderer 2 bobby dassey is guilty ken kratz is a cunt kathleen zellner is a legend idelores and allen avery,0
4223,  coincidentally timed with the caravan of love coming up from shithole countries pretty sure it unrelated ,1
4224,maybe they should rebuild their own shithole countries and do as marcus garvey told them tonnrepatriateurl,1
4227,i have blocked that retard and reported account as hateful,1
4229,face tattooed bold move alpha cunt bold movefindomme femdomme tattoofetish n  ,0
4237, come from shithole country brought up in slums no work no nothing those who are here have been deported ,1
4239,nah it was clearly not a joke and i don't know a single thing about the person and he already seems like a twat,0
4243,thanks for that win you fucking mongoloid learn to actually read and understand the rules you stupid fucking scumbag,1
4245,nigger,1
4246,twelve hours of marathon cleaning spic no span home and finally my feet up and glasses future,0
4249,i believe that it is our obligation to stand up for immigrants in this state  this ilgovforum,0
4251,this faggot looks like a walking his,0
4259,a certainty is a prognosis horrid and mongoloid,0
4260, lmaooo you cunt,1
4263,but you watch them fall for the happy daddy claptrap forgetting his vile vicious cruelty to refugees,0
4264,raise your hand if you think puig is a twatwaffle ,0
4265,christian are so retarded,0
4266,fiasco sounds like a fucking mongoloid out there going through his snap count,1
4267,i fucking hate that lanky ginger cunt josh brandy,1
4271, barns heard them discussing the 'lecherous twat' and mistook it for 'leftist plot'nneasily done ,0
4273,come close it you shameless twat,0
4282,we,0
4284,spic,0
4285,still a faggot,1
4286,if you are a trains male mongoloid you shouldn't be in a woman's event same goes t,1
4289,bolivia you fucking retard everybody saw that video already we,1
4291,going to be fasting tomorrow and the next day because i such a fat cunt,1
4292,i try my hardest not to tweet about trump but lot what a cunt,1
4297, boys will be boysuntil their feminazi mother’s beat the toxic masculinity out of them,1
4300,did anyone actually believe him after just 24 hours of contemplation the faggot had already changed his mind it,0
4303,drop too hard might be the next negro spiritual if it last through new years eve,0
4304,i don't speak thing thong being bong sorry,1
4305,if you white and wanna dress as a spic for hallowed go ahead i can give two shits real pelicans will just laugh,0
4307,this is the most fun i had on twat i think he started ignoring me,1
4308,representative cindy lou who a man of tremendous courage and grit may someday be recognized as a shithole countries,1
4309,fuck you retard,1
4310,ape berthed kyle mongoloid enjoy your day gnu and to,1
4311,like if you remember my iconic nigger tweet,1
4314,only at a pi does a black guy laugh when his white friend out right calls him a nigger,0
4318,why did i ever date someone who talks to me like that,1
4319,me at 16 i might be ggay but i don like using labels we people not clothesnme now yeah i a fucking faggot,0
4322, lmfao tell the cunt to look elsewhere then,1
4323,fucked retard,1
4324,illegal immigrants are going to destroy america saddest thing really,1
4328,why are illegal aliens allowed to have mobile phones,1
4336,if you can jam to my spic music ion want you,1
4337,my grandma did not teach her children spanish for the same reason most immigrants refuse to learnspeak english fe… ,0
4340,thank u spic,1
4341,spic,0
4342, in his 50surl,1
4343,liberalsn preserve the rain forestn save the whalesn disrespectcountries ,0
4344, is the good name of manchester utd full fume from hairy hands  the mongy burk,1
4346, wow middle east africa and south asia all the shithole countries are gathered together to walk a thou ,1
4349,hey twitter nigger shit me down you fucking bitch fucking democratic library nigger lover,1
4350,once i get comfortable around you your gonna think my ass is retarded,1
4352,you look like the mongoloid version of young doll,1
4357,hey man full offense it fucking shabby so like it double no gun zone fucking twat,1
4358,why don't you worry about the bullshit going on in your godforsaken shithole of a country and leave us alone to ca ,1
4364,busting bought me chocolates and this negro ate them where they do that at,1
4366,but i actually called you a dirty new,1
4370,rondo is retarded,1
4371,i can believe i have to travel to this shithole fucking country next week,1
4372,well did you call it a faggot back,1
4373,let the record show the cunt  fell asleep at 10pm on the weekendssmh,1
4376,fact if your boyfriend is a cunt to your mates and you allow it you an even bigger cunt,1
4379,feed the twat to the lions,1
4385,i cant believe i fell in love with a girl that calls me a faggot,1
4387,trump definitely retarded,1
4390,like they fucking retarded just like their leader,1
4393, who cleamson retard,1
4399,i'll donate a fiver if you call  a tory hating cunt standuptocancer ,1
4400,no we are not accepting the integration of illegal aliens into our communities,1
4403,thrown lie is a retard,1
4405,there are public dinosaurs and private dinosaurs and you're a faggot,1
4406,you senseless unthoughtful cunt a father husband and son may of died and all you care about,1
4407,it's okay to be white and celebrate australia day auspex,0
4408,he is a mass murderer who did not cross over with a caravan did not come from country,0
4409,keel lie drunk ass retarded,0
4412,i wonder what the spic gets out of it,0
4413,yeah leave me alone faggot,1
4419,of thing thong,1
4420,not retarded just a nihilist,1
4423,don get me wrong he has some good music but give a retard some money and,1
4425,don't compare us with your mongol nation u can compare up nation with our,1
4426,wetback spic come on racists you can do better than that these don't offend me and shouldn't offend my people,0
4432,thank you senator graham have been critical of you for your support of illegal aliens but your defend,0
4436,if you ironically believe weed cures cancer you retarded,0
4442,you made a complete twat of yourself today did you,1
4447,i feel like this one mutual would call me a spic behind my back,0
4449,just said,1
4450,interestingly vanes berley mostly tweets vanes berley like most narcissistic conspiracy theories,0
4453,leftists stop sending me gift of some movie reference i don't get of some twat shrugging their shoulders why don't,1
4454,had a panic attack imagining buying red dead redemption on release day then as soon as i am doing some retarded to,0
4455,you stupid twat why can you see that this is an invasion to our country,1
4456,hate to say it cocaine but unfortunately twats like trump have left a stain on our credit,0
4457,answer the question an i home u spic,1
4460,  shooter was a nazi a leftist terrorist and a palestinian sympathizer,0
4465,woke nigger,1
4467,similarly white supremacists saying it's okay to be white aren't making an innocent statement about white people,1
4469,should have known it would be long until some soft cunt would be offended by this,0
4470,the delete feature was retarded anyways why would someone delete something they payed for like if y,1
4473,oh nim don even respond to my other tweet you obviously half retarded,1
4476,lie can looks like a mongoloid,0
4477,hes such a faggot dude i can't stand people like that,1
4479, lool you obviously haven't heard of australia amp canada where firstgeneration immigrants have become mps… ,0
4480,remember you can always go full retard but maybe you won't be back,1
4483,la fate ax migrants,1
4486,i a proud member of retard gang,1
4489,absolutely they belong where they originated in the ahead arab middle eastern nation,1
4490,   these are not real women these are feminazi’s they demean men for fun ta… ,1
4493,you could care less little feminacy screwed your way to the top with a long trail of discontent ya,1
4496,don't patronized me faggot it'll smoke u all like weed,1
4503,  kavanaugh family has 247 secret service protection dr ford has no security had to f… ,0
4505,anyone getting pissed a man u fans for that one tweet need to stand down it one stupid twat looking for fame no,0
4506,shit if your country is so great that you want to wave the flag then go back to that shithole and leave the us al ,1
4507,icicle twat,0
4510,this is a retarded question but what's the pikeman in your avatar,0
4512,i did give a guy enough ketchup packets today at work and he called me a wetback spic,0
4513,but half of sib is gaga are u retarded did beyond win a golden globe or nominated for an scar gaga remains,1
4515,shut up thing thong go back to making my cotton,1
4516,for you mongoloid bitch,1
4517,ill dress up in black face or as a chainman or savage injury or whatever i want to this is america horseback,0
4518,stop giving this twat attention it's so obvious she's clout chasing,1
4519,get out my mentions stinky dyke,1
4520,3 the food bank director separated requests into 2 stacks locals amp immigrants how did the church respond the i,0
4521,open your eyes job buck you absolute mongoloid reason,1
4526,german mayor sets example of how to welcome refugees c,0
4528,no he is not you mongol,0
4530,retard exposing himself,1
4531,it's okay to be white,0
4538,laughed at how retarded this man is,1
4541,oh fuck off you pompous cunt nail portico and the,1
4542,i suppose it is since the oligarchy already made america a shithole the only thing left for them to contemplate is ,0
4543,but yet our mongy fans are to busy booing a 18 year old than booing the experienced pros that are jones millerben ,0
4544,are u streaming the injury vs the retard dick measuring contest,0
4545,could you say the same thing about lie yacht or any rapper that used faggot in the last couple of years,0
4548,yeah the twat has a tweet for everything,0
4552,robot bower is a leftist terrorist,0
4553,  what is it with me nightposting and using retarded grammar,0
4558,always that one cunt you just fucking hate,1
4559,your like the only one who listens to that stuff nobody knows what pop is aching thong music,1
4560,when i was 12 years old i was told will rape your family you fucking nigger spic bitch because i had a 25 kill,1
4563,terrorist leftist,1
4575,this is him on my warm while i try to work,0
4577,what have i ever said that denies that you a fucking retard dude go ahead and kill someone for i,1
4578,if y still used describe something ridiculous or stupid i just want you to know that you deserve,0
4579,blame reason for this he got rid of the retard bins so now we have gab,0
4580,am i retard,0
4582,quit stealing my punchline faggot,1
4584,yup you got it it wont be fleeing shithole countries ruled by evil people nope it'll be trump is evil trump w ,1
4587,trump culture who a shithole country again despicable ,0
4589,whats hate its ya chainman lupine here wit the kicking lava pimp shit,1
4590,anytime anyone says fag or faggot i casually ask how the nth grade is going like are really still calling people that in 2018 man,1
4591, i say banishment send trump and people like to trump to places like shithole countries in africa me ,1
4592,you listen to thing thong music,0
4596,if it weren't for the ravens i would've quit watching the nigger felon league years ago,1
4599, are getting twat wants that pasttenseoftweet,0
4612,according to 23andme 99 of my ancestors travelled here by oceangoing caravans from shithole countries with authoritarian leaders,1
4614,boy of that was kb faggot ass,1
4618,no he included you too it basic good grammar retard,1
4620,people actually voted for this twat,1
4621,after reading this article to the end ism troubled further by your choice to let this twat on lord does he,0
4622,what the fuck it's okay to be white and proud,0
4626,is that a faggot fighting a female if so sh sad a man,0
4627,representative tax cut a man of tremendous courage and grit may someday be recognized as a shithole countries,1
4628,100 looks like it would tell you to go back to your country,1
4629,  that mongoloid is a scammer what's he doing now lmfao,1
4632, an ingenious portmanteau ofandmartha washington 1776,0
4633,drug prohibition has made chicago into a shithole and has made the usa into a shithole country forcing the law to ,0
4635,have always thought the people who like me are either mentally retarded or just insane or haven't known me enough,1
4641,  he's a progressiveneomarxist a radical leftist who wants open borders amp massmigratio ,1
4644,he threw that flag up like nigger fuck out my face,1
4648,good,0
4649,how does brisance roar not fucking score cunt,0
4653,you're honestly the biggest retard have ever seen online that says lot block me so i don't have to see your stop,0
4654,ism fucking mad that i made my life choices bad and ism now a fat retard who is socially inept when talking to unit,0
4664,america we are at the edge of a precipicen nyesterday as trump was ranting aboutcountries i was in ,0
4668,my guy said thing thong u literally stay an a allow yourself,1
4671,hi ell's i don like the use of the word retard who are your employers so i can tweet them,1
4676, nyc is a shithole country in of itself my god how quickly they destroyed wheat rudy did to build shameless,1
4678,it over bud the dodgers are fucking retarded,1
4681,lesbian twitter unis there a difference between a stud and a dyke if so hollow serious question,0
4684,this is the word nigger treated as the worst word you could ever say,1
4686,the ahead problem in inland hows those terrorist attacks,1
4691,let migrants traverse la me et trouveur let aides socialist,1
4693,illegal aliens you mean undocumented immigrants righton kweenannalise htgawm,1
4694,let get this cunt banned,1
4697,case is such a fucking dyke someone please get her off two,0
4702,thing thong 100,0
4704,ai spic english,1
4709,please go back to your country no need to live here we need our jobs back,1
4710, i'd say you could come here but i live in a shithole country ,0
4711,can you not be an annoying twat face k thanks,0
4713,fox new’s kevin jackson tried soo hard to be a uncle toming house negro that they were forced to fire his dumb ass smh byefelicia,1
4718,amp its retarded because it definitely want,0
4719,being called faggot at taco bell at 2 am was not a way i wanted to end my night but here we are spread to,0
4723, you can honestly be such an asshole can you the shithole countries of the past were italy and ,1
4726,what a fucking cunt,1
4727,in fact wire wood young and now self refugees,0
4728,oh cock stabbing fuck nuts weather twat says there's rain shower outside,0
4730,that retard,1
4731,magabomber is notnmexicannblacknasylum seekernmuslimncitizen of a shithole countryncitizen of a terrorist country ,1
4734,hate the cunt,1
4737,whereas baron is just a straight rancid cunt,1
4738,rondo retarded,0
4740,a cunt,1
4744, is that part of your script no wants a feminazi there are you going to march in dc on thursday too w… ,1
4745,i love being faggot,0
4747,then i take it hackie sprite is against illegal alien voting ism sure you have ads out saying no illegal aliens do,0
4748,did you know that being a complete fucking twat to people who work retail can take years off your life,0
4753,i have retard strength,0
4756,  tattie howker though aw thattaker patter is absolutely tragic,0
4757,so yesterday i had some kc for the first time but let me tell you i will straight up die if you giving me spicy f,0
4763,bred chill you ever been to the south before you don't use slang negro ion,0
4764,boss a fucking cunt more like i mean how in the world is that not relevant,1
4765,let native canadians and legal immigrants use their own resources first ,0
4767,dnd headcannonsn1 elvish sounds like frenchn2 orcish warbands work like mongol raidsn3 wood elves and high elve ,0
4771,people is retarded orgy man,1
4773,oh shit i found another mongol themed folk metal bandntime to add it to my collectionnurl,0
4775,this bitch is straight up slow i bought multiple bottles and her faggot ass thinks alibi is my drink of choice who,1
4778,what a complete cunt,1
4779,when you say immigrants do you really mean illegal aliens have you so,1
4784,like remember when it was nothing with us now it retarded,0
4786,tots on godwinhilarious mongoloid ,1
4787,  have you been toldchong to your face i havenhave you had someone come up ,0
4788,let face it most footie fans who know of  knows he a cunt who often speaks for a reactionnnhoweve ,0
4789,if the worst thing a trump supporter can say about me isni a faggotni a spicni a niggernthen i proud to ,0
4793,just let me keep it and look like a retard man,1
4794,patience is not practiced on door steps this retard got what he deserved he should be in a mental asylum,1
4796,thing thong music,1
4798,too far faggot,1
4799,fucking nigger me up the asshole with a hotrodnigga,1
4803, aditi go back to where you come from you dont even reside in cleveland do you even like yourself d ,0
4804,id rather be a nigger than a dumb bitch you dumb bitch,1
4807,me waiting to be called a nigger at works i can go to he for my payout,0
4811,somebody take this nigger phone away,1
4813,  wish i didn't live in a shithole country and could buy cool tshirts as well,1
4815,i look like such a cunt when i sleep like mouth open double chins limbs all about the shop hair tangled and every,0
4816,when someone on the the tolerant left calls me hateful and a racist then basically calls me a spic in the same,0
4819,quentin tarantino when the studio greenlights every “nigger” he put in the script ,0
4822,this is why i don't like china that disgusting thing thong country,0
4824,hooka be on his faggot shit but his hands real,1
4832,keep your wheels spic n span year round with these tips and tricks,0
4834,obesedyke cant do it,0
4835,is it like this for anyone else where you wake up multiple times a night like 45 times or is my body just fucking retarded,0
4836,are you free whyanother retarded question ,1
4837,i just stared at the fucking door to target like a fucking retard because i thought it was automatic,0
4838,as i read some of these tweets i can help to think of this great quote from this great man in lie bitches retarded,0
4839,million and one fucking laws for the average joennbut a million fucking loopholes for some silver spoon faggot in ,1
4840,learn something from a pro you uneducated twat,0
4841,this is the first have ever heard of this what a complete twat he is,0
4849,from my understanding recent changes that directly effected refugees has,0
4850,love you too faggot,0
4851,what negro,1
4852,hey faggot suck my balls,0
4858,got an opening in my wallet for a new credit card who filling that slot which faggot thinks there worth that,0
4862,that dental grey guy a faggot,1
4865, a non retarded club has puigbuehler iconic ws moments in easy winsnnoh well,0
4868,that nights retarded,1
4870,i live with a retard she's called a tana of hi,1
4871,9 out of 10 times when feminacy retards such as this one bash men or put forth allegations they r try,0
4876,just a french retard,0
4877,he not even fucking funny and his icing is so subpar i rather listen to a plunger in a toilet bah what a bland twat,1
4878,gain news wants to give illegal aliens free healthcare,1
4879,if ashley young is manchester united's captain then i'm a chinaman,1
4880,is a cunt,1
4881,you were right royal i am retarded you are right everything about me,1
4883,at least 1 million refugees were allowed into germany alone i know it's way more to,0
4884,if it comes out of his mouth it either retarded or has aids,1
4885,not a bad night considering i was part mongoloid,0
4891,lukewarm ass negro,1
4904,we encountered the words “ching chong” amp “massieren” presumably coz we were a bunch of asians these from non asia… ,1
4906,my boyfriends uncles of is plastered and i just had to reassure her she's not crazy stupid dumb retarded an id,0
4907,when i see a faggot i floor it,1
4908,what a twat,1
4910,i could snivel about the unfolding inferiority of the mentally retarded at all,0
4913, western civilization is so friendly we just accept it if the west tried to go to these shithole countries we would be genocided,1
4914,keep in my mind ism a negro so my open mind come with ah screen door,1
4915,my nigger you need your own house,1
4920,korea guy thing thong,0
4923,you don't like trump you can always go back to your country and be my guest,0
4924,wait i racist shut up nigger,1
4926,suck a dick gunny mullet faggot bitch,1
4928,well yeah when you a faggot it does,1
4930,done with this shithole country ,1
4934,and the point is you don know what words hurt people it can be,0
4935,listen you pigheaded heads dusty looking lie fucking jackass library piece of shit eating mongoloid troglodyte bitch,1
4938,i think ism broken but ism not did rather not be a petty twat come to think of it it'd love to talk maybe get som,0
4939,is looking more and more like his money statue as he gets older cry,0
4940,cut my hair short so far my families called me dyke pelona soldier and walter mercado,0
4943,i actually a twat,0
4951,right versus mama apologetic sneaky leftist robin hood view the fact that mama could get,0
4952,    any mongoloid with a drill press can make an auto searnnthe ,1
4955,can buy class i know all clubs have dick head fans but this twat is top of all lists havesomerespect ,1
4956,macron can't you see your own country's sinking into a shithole your trying to be merkel no cunts interested in you ,0
4964,i talking at hair negro,1
4967,while they bring disease and ruin your walls and eat your foods without giving a shit about you fuck if i care,0
4973,easy solution send all illegal aliens to maze iron's house,1
4976,hey i can learn to live without,0
4978,you don know shit if you think that run was class you mongoloid fuck,1
4979,we all thing thong brothers,1
4981,inserts nigger meme,1
4985,because thieving twat stole my phone and i using a phone that i had about 10 years ago and i can't,1
4987,  recommend 1 stop getting involved in shithole countries and wars 2 bring back us troops fr ,1
4989,i not retarded i know what u were referring to lot but still he still a baby amp it still hallowed u need to chill,0
4990,a retarded dad who has a daughter was framed by a prosecutor whose child was accidentally killed in the cold winter,1
4992,this twat wasted my time if you don't have good work ethic don't get a job let alone try to be a supervisor to,1
4993,shameless hey you fucked retard you seriously don remember what happened last season you pathetic fuck name,1
4994,nah but for for keep that nigger on the bench,0
4997,they are illegal aliens,1
4999,keep ya head up lie nigger,1
5001,donate you stupid faggot son of a bitch you right,0
5002,so many arab states don declare t,0
5003,quit me then you fucking twat if you wanna be selective in reading,0
5004,  plateado con azulnegro etc,0
5005,gotta get that makeup spic and span nspookyspoofy2018 ,0
5006,pakistan's pm imrankhan has promised citizenship to refugees from afghanistan and bangladesh born on pakistani… ,0
5007,nigger,1
5008,what a nonresponsive man obviously her tweet is retarded but why is talking to spencer hypocritical,1
5009,why does this money cunt ashes young keep fist bumping everyone grow up mate,0
5011,good job tho honestly you retarded friends are terrible to play with,1
5013,can even go to thanksgiving dinner without worrying that someone gonna call you a niggerchinkspic on accident ,1
5014,keep in mind ism a negro,1
5015, hahahahaha is you match maker learn to make a sentence retard and hell yeah i'm a bitch but not a scar ,1
5016,if ism bipolar from this so is seven king for his books nice retard try same retard channel,0
5017,you korea looking ass retard ass not,0
5019,that entire van is spic and span colors of stickers vibrant no curling edges hmm,0
5029,everyone better wish my faggot wife a happy birthday,1
